Method,path,req,Param_Name,CORS,api_id,Dev_resources_id
GET,/kyc/{uuid},path,uuid,yes,,8jw24bbm7a
GET,/kyc/{uuid},querystring,page,yes,,8jw24bbm7a
GET,/kyc/{uuid},querystring,count,yes,,8jw24bbm7a
GET,/kyc/{uuid},querystring,sort_by,yes,,8jw24bbm7a
GET,/kyc/{uuid},querystring,sort_type,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},header,token,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},path,uuid,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},path,submission_id,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},body,document_id,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},body,status,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},body,remark,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},body,rejected_reason,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},body,rejected_detail,yes,,8jw24bbm7a
PUT,/kyc/kyc_status/{uuid}/{submission_id},body,user_type,yes,,8jw24bbm7a
PUT,/kyc/{uuid},header,token,yes,,8jw24bbm7a
PUT,/kyc/{uuid},path,uuid,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,submission_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,personal_information_document_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,id_doc_document_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,address_proof_document_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,kyc_form_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,email,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,submission_type,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,country_code,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,phone_number,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,date_of_birth,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,personal_first_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,personal_last_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,nationality,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,city,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,state,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,region,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,postcode,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,address,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,document_type,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,document_identity_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,document_country,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,document_identity_expire_date,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,document_identity_first_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,document_identity_last_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,client_type,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,old_client_type,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,telegram_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,job_title,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,company_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,employer_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,business_industry,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,file_extension,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,country,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,user_type,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,registration_number,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,number_of_directors,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,date_of_incorporation,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,tax_id,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,contact_person_first_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,contact_person_last_name,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,contact_person_phone_number,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,contact_person_country_code,yes,,8jw24bbm7a
PUT,/kyc/{uuid},body,contact_person_address,yes,,8jw24bbm7a
POST,/qd_wallet,header,token,yes,,8jw24bbm7a
POST,/qd_wallet,body,wallet_name,yes,,8jw24bbm7a
POST,/qd_wallet,body,m,yes,,8jw24bbm7a
POST,/qd_wallet,body,n,yes,,8jw24bbm7a
POST,/qd_wallet,body,password,yes,,8jw24bbm7a
POST,/qd_wallet,body,description,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,header,token,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,path,m_hd_wallet_id,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,path,currency_code,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,body,address,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,body,amount,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,body,description,yes,,8jw24bbm7a
POST,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraw,body,fee_priority,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/approve,header,token,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/approve,path,withdraw_request_id,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/approve,body,reason,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/approve,body,password,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/address,header,token,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/address,path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/address,path,currency_code,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/address,querystring,index,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/balance,header,token,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/balance,path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/balance,path,currency_code,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/balance,body,page_num,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/balance,body,page_size,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/balance,body,show_empty,yes,,8jw24bbm7a
GET,/exchange_rate,header,token,yes,,8jw24bbm7a
GET,/exchange_rate,querystring,from_currency_code,yes,,8jw24bbm7a
GET,/exchange_rate,querystring,to_currency_code,yes,,8jw24bbm7a
GET,/qd_wallet/wallets,header,token,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,header,token,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,path,currency_code,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,querystring,withdraw_request_id,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,querystring,status,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,querystring,start_date,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,querystring,page_num,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/withdraws,querystring,page_size,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,header,token,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,path,currency_code,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,querystring,page_num,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,querystring,page_size,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,querystring,start_date,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id}/currency/{currency_code}/transactions,querystring,end_date,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id},header,token,yes,,8jw24bbm7a
GET,/qd_wallet/{m_hd_wallet_id},path,m_hd_wallet_id,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/reject,header,token,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/reject,path,withdraw_request_id,yes,,8jw24bbm7a
PUT,/qd_wallet/withdraw/{withdraw_request_id}/reject,body,reason,yes,,8jw24bbm7a
GET,/setting/client_types,header,token,yes,,8jw24bbm7a
GET,/setting/currencies,header,token,yes,,8jw24bbm7a
GET,/setting/management_fees,header,token,yes,,8jw24bbm7a
GET,/setting/management_fees,querystring,currency_code,yes,,8jw24bbm7a
PUT,/setting/management_fee,header,token,yes,,8jw24bbm7a
PUT,/setting/management_fee,body,fees,yes,,8jw24bbm7a
PUT,/setting/management_fee,body,currency_code,yes,,8jw24bbm7a
PUT,/setting/management_fee,body,high,yes,,8jw24bbm7a
PUT,/setting/management_fee,body,medium,yes,,8jw24bbm7a
PUT,/setting/management_fee,body,low,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/active,header,token,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/active,path,staff_id,yes,,8jw24bbm7a
POST,/role/{role_id}/member,header,token,yes,,8jw24bbm7a
POST,/role/{role_id}/member,path,role_id,yes,,8jw24bbm7a
POST,/role/{role_id}/member,body,staff_id,yes,,8jw24bbm7a
POST,/role,header,token,yes,,8jw24bbm7a
POST,/role,body,name,yes,,8jw24bbm7a
POST,/role,body,description,yes,,8jw24bbm7a
POST,/role,body,permissions,yes,,8jw24bbm7a
POST,/staff,header,token,yes,,8jw24bbm7a
POST,/staff,body,email,yes,,8jw24bbm7a
POST,/staff,body,first_name,yes,,8jw24bbm7a
POST,/staff,body,last_name,yes,,8jw24bbm7a
POST,/staff,body,generate_password,yes,,8jw24bbm7a
POST,/staff,body,password,yes,,8jw24bbm7a
POST,/staff,body,change_password_required,yes,,8jw24bbm7a
POST,/staff,body,role_id,yes,,8jw24bbm7a
POST,/staff/{staff_id}/alias,header,token,yes,,8jw24bbm7a
POST,/staff/{staff_id}/alias,path,staff_id,yes,,8jw24bbm7a
POST,/staff/{staff_id}/alias,body,alias,yes,,8jw24bbm7a
DELETE,/role/{role_id}/member/{staff_id},header,token,yes,,8jw24bbm7a
DELETE,/role/{role_id}/member/{staff_id},path,role_id,yes,,8jw24bbm7a
DELETE,/role/{role_id}/member/{staff_id},body,staff_id,yes,,8jw24bbm7a
DELETE,/role/{role_id},header,token,yes,,8jw24bbm7a
DELETE,/role/{role_id},path,role_id,yes,,8jw24bbm7a
DELETE,/staff/{staff_id}/alias/{alias_id},header,token,yes,,8jw24bbm7a
DELETE,/staff/{staff_id}/alias/{alias_id},path,staff_id,yes,,8jw24bbm7a
DELETE,/staff/{staff_id},header,token,yes,,8jw24bbm7a
DELETE,/staff/{staff_id},path,staff_id,yes,,8jw24bbm7a
GET,/audit_log,header,token,yes,,8jw24bbm7a
GET,/audit_log,querystring,offset,yes,,8jw24bbm7a
GET,/audit_log,querystring,limit,yes,,8jw24bbm7a
GET,/audit_log,querystring,start_date,yes,,8jw24bbm7a
GET,/audit_log,querystring,end_date,yes,,8jw24bbm7a
GET,/audit_log,querystring,name,yes,,8jw24bbm7a
GET,/audit_log,querystring,topics,yes,,8jw24bbm7a
GET,/permissions,header,token,yes,,8jw24bbm7a
GET,/roles,header,token,yes,,8jw24bbm7a
GET,/role/{role_id}/permissions,header,token,yes,,8jw24bbm7a
GET,/role/{role_id}/permissions,path,role_id,yes,,8jw24bbm7a
GET,/staff/{staff_id},header,token,yes,,8jw24bbm7a
GET,/staff/{staff_id},path,staff_id,yes,,8jw24bbm7a
GET,/staffs,header,token,yes,,8jw24bbm7a
GET,/staffs,querystring,offset,yes,,8jw24bbm7a
GET,/staffs,querystring,limit,yes,,8jw24bbm7a
GET,/staffs,querystring,staff_id,yes,,8jw24bbm7a
GET,/staffs,querystring,staff_name,yes,,8jw24bbm7a
GET,/staffs,querystring,sort_by,yes,,8jw24bbm7a
GET,/staffs,querystring,sort_type,yes,,8jw24bbm7a
GET,/staff/{staff_id}/roles,header,token,yes,,8jw24bbm7a
GET,/staff/{staff_id}/roles,path,staff_id,yes,,8jw24bbm7a
GET,/role/{role_id}/members,header,token,yes,,8jw24bbm7a
GET,/role/{role_id}/members,path,role_id,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/reset_password,header,token,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/reset_password,path,staff_id,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/reset_password,body,generate_password,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/reset_password,body,password,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/reset_password,body,change_password_required,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/suspend,header,token,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/suspend,path,staff_id,yes,,8jw24bbm7a
PUT,/role/{role_id}/permissions,header,token,yes,,8jw24bbm7a
PUT,/role/{role_id}/permissions,path,role_id,yes,,8jw24bbm7a
PUT,/role/{role_id}/permissions,body,permissions,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/email,header,token,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/email,path,staff_id,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/email,body,email,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/phone,header,token,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/phone,path,staff_id,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/phone,body,country_code,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/phone,body,phone_number,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/roles,header,token,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/roles,path,staff_id,yes,,8jw24bbm7a
PUT,/staff/{staff_id}/roles,body,roles,yes,,8jw24bbm7a
POST,/remark,header,token,yes,,8jw24bbm7a
POST,/remark,body,remark,yes,,8jw24bbm7a
POST,/remark,body,submission_id,yes,,8jw24bbm7a
GET,/remark,header,token,yes,,8jw24bbm7a
GET,/remark,querystring,submission_id,yes,,8jw24bbm7a
GET,/remark,querystring,uuid,yes,,8jw24bbm7a
GET,/remark,querystring,offset,yes,,8jw24bbm7a
GET,/remark,querystring,limit,yes,,8jw24bbm7a
POST,/subscribe/user,header,token,yes,,8jw24bbm7a
POST,/subscribe/user,body,email_address,yes,,8jw24bbm7a
POST,/subscribe/user,body,status,yes,,8jw24bbm7a
POST,/subscribe/user,body,dc,yes,,8jw24bbm7a
POST,/subscribe/user,body,list_id,yes,,8jw24bbm7a
POST,/subscribe/user,body,authorization,yes,,8jw24bbm7a
PUT,/user/{uuid}/active,header,token,yes,,8jw24bbm7a
PUT,/user/{uuid}/active,path,uuid,yes,,8jw24bbm7a
PUT,/user/{uuid}/wallet/{m_hd_wallet_id}/active,header,token,yes,,8jw24bbm7a
PUT,/user/{uuid}/wallet/{m_hd_wallet_id}/active,path,uuid,yes,,8jw24bbm7a
PUT,/user/{uuid}/wallet/{m_hd_wallet_id}/active,path,m_hd_wallet_id,yes,,8jw24bbm7a
PUT,/user/{uuid}/active_wallet,header,token,yes,,8jw24bbm7a
PUT,/user/{uuid}/active_wallet,path,uuid,yes,,8jw24bbm7a
PUT,/user/{uuid}/active_wallet,body,m_hd_wallet_id,yes,,8jw24bbm7a
POST,/user/{uuid}/questionnaire,header,token,yes,,8jw24bbm7a
POST,/user/{uuid}/questionnaire,path,uuid,yes,,8jw24bbm7a
POST,/user/{uuid}/questionnaire,body,questions,yes,,8jw24bbm7a
POST,/user/{uuid}/questionnaire,body,topic,yes,,8jw24bbm7a
POST,/user,header,token,yes,,8jw24bbm7a
POST,/user,body,emai,yes,,8jw24bbm7a
POST,/user,body,country_code,yes,,8jw24bbm7a
POST,/user,body,phone_number,yes,,8jw24bbm7a
POST,/user,body,password,yes,,8jw24bbm7a
POST,/user,body,user_type,yes,,8jw24bbm7a
POST,/user,body,client_type,yes,,8jw24bbm7a
POST,/user,body,custody_service,yes,,8jw24bbm7a
POST,/user,body,investment_service,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze,header,token,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze,path,uuid,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze,body,reason,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze_wallet,header,token,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze_wallet,path,uuid,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze_wallet,path,m_hd_wallet_id,yes,,8jw24bbm7a
PUT,/user/{uuid}/freeze_wallet,body,reason,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,header,token,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,path,uuid,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,querystring,page,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,querystring,count,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,querystring,filter_date,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,querystring,sort_type,yes,,8jw24bbm7a
GET,/user/{uuid}/questionnaire,querystring,topic,yes,,8jw24bbm7a
GET,/user/{uuid},header,token,yes,,8jw24bbm7a
GET,/user/{uuid},path,uuid,yes,,8jw24bbm7a
GET,/user,header,token,yes,,8jw24bbm7a
GET,/user,querystring,page,yes,,8jw24bbm7a
GET,/user,querystring,count,yes,,8jw24bbm7a
GET,/user,querystring,account_type,yes,,8jw24bbm7a
GET,/user,querystring,email,yes,,8jw24bbm7a
GET,/user,querystring,sort_by,yes,,8jw24bbm7a
GET,/user,querystring,sort_type,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation/{invitation_id},header,token,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation/{invitation_id},path,uuid,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation/{invitation_id},path,invitation_id,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation,header,token,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation,path,uuid,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation,querystring,offset,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation,querystring,limit,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation,querystring,sort_by,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet_invitation,querystring,sort_type,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet,header,token,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet,path,uuid,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet,querystring,offset,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet,querystring,limit,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet,querystring,sort_by,yes,,8jw24bbm7a
GET,/user/{uuid}/wallet,querystring,sort_type,yes,,8jw24bbm7a
POST,/user/{uuid}/investment_register,header,token,yes,,8jw24bbm7a
POST,/user/{uuid}/investment_register,path,uuid,yes,,8jw24bbm7a
DELETE,/user/{uuid},header,token,yes,,8jw24bbm7a
DELETE,/user/{uuid},path,uuid,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id},header,token,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id},path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id},querystring,uuid,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,header,token,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,querystring,type,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,querystring,uuid,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,querystring,status,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,querystring,currency_code,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,querystring,count,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal,querystring,page,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx/{currency_code}/{type}/{proposal_id},header,token,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx/{currency_code}/{type}/{proposal_id},path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx/{currency_code}/{type}/{proposal_id},path,currency_code,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx/{currency_code}/{type}/{proposal_id},path,type,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx/{currency_code}/{type}/{proposal_id},path,proposal_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx/{currency_code}/{type}/{proposal_id},querystring,uuid,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,header,token,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,currency_code,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,uuid,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,type,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,page,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,count,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,txid,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,start_date,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,date_length,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/tx,querystring,status,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal/{proposal_id},header,token,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal/{proposal_id},path,m_hd_wallet_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal/{proposal_id},path,proposal_id,yes,,8jw24bbm7a
GET,/wallet/{m_hd_wallet_id}/proposal/{proposal_id},querystring,uuid,yes,,8jw24bbm7a
GET,/download,header,token,yes,,8jw24bbm7a
GET,/download,querystring,url,yes,,8jw24bbm7a
GET,/account_payment,header,token,yes,,8jw24bbm7a
GET,/account_payment,querystring,page,yes,,8jw24bbm7a
GET,/account_payment,querystring,count,yes,,8jw24bbm7a
GET,/account_payment,querystring,email,yes,,8jw24bbm7a
GET,/account_payment,querystring,reference_code,yes,,8jw24bbm7a
PUT,/account_payment/{payment_id}/status,header,token,yes,,8jw24bbm7a
PUT,/account_payment/{payment_id}/status,path,payment_id,yes,,8jw24bbm7a
PUT,/account_payment/{payment_id}/status,body,status,yes,,8jw24bbm7a
PUT,/account_payment/{payment_id}/status,body,confirmed_txid,yes,,8jw24bbm7a
PUT,/account_payment/{payment_id},header,token,yes,,8jw24bbm7a
